query_number,query,intent_number,intent,rank,tool_name,score,gap,gap_percent
5,Get the current sprint work items,1,Get the current sprint work items,121,outlook_mail_management_delete_email_message,0.28125,0.0322265625,4.365079365079365
5,Get the current sprint work items,1,Get the current sprint work items,122,outlook_mail_management_send_email,0.2490234375,,
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,1,github_mcp_server_search_repositories,0.5625,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,2,web_search_tools_web_search,0.55859375,0.02734375,4.861111111111112
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,3,railway_tools_service_info,0.53125,0.0078125,1.3888888888888888
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,4,github_mcp_server_pull_request_read,0.5234375,0.0078125,1.3888888888888888
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,5,railway_tools_project_info,0.515625,0.01953125,3.4722222222222223
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,6,github_mcp_server_get_commit,0.49609375,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,7,railway_tools_service_create_from_repo,0.4921875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,8,carrot_mcp_server_api_hr_dashboard_summary,0.4921875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,9,github_mcp_server_list_commits,0.4921875,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,10,railway_tools_service_update,0.48828125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,11,github_mcp_server_get_me,0.48828125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,12,railway_tools_service_list,0.486328125,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,13,railway_tools_project_environments,0.482421875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,14,github_mcp_server_list_pull_requests,0.482421875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,15,office_word_mcp_server_api_search_replace,0.482421875,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,16,quest_studio_file_storage_get_storage_usage,0.478515625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,17,railway_tools_project_list,0.4765625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,18,gmail_tools_reply_google_email,0.4765625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,19,office_word_mcp_server_api_get_paragraph_text_from_document,0.474609375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,20,office_word_mcp_server_api_find_text_in_document,0.474609375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,21,gmail_tools_get_google_emails,0.47265625,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,22,github_mcp_server_list_branches,0.46875,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,23,office_word_mcp_server_api_get_document_info,0.466796875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,24,railway_tools_service_restart,0.466796875,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,25,office_word_mcp_server_api_add_heading,0.46484375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,26,railway_tools_volume_list,0.46484375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,27,railway_tools_database_list_types,0.46484375,0.005859375,1.0416666666666665
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,28,railway_tools_service_create_from_image,0.458984375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,29,office_word_mcp_server_api_get_document_outline,0.458984375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,30,gmail_tools_send_google_email,0.45703125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,31,project_management_tools_get_team,0.455078125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,32,office_word_mcp_server_api_get_document_text,0.455078125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,33,railway_tools_project_create,0.453125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,34,gmail_tools_forward_google_email,0.451171875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,35,github_mcp_server_create_pull_request,0.451171875,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,36,supabase_mcp_get_all_supabase_projects,0.447265625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,37,project_management_tools_view_board,0.4453125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,38,carrot_mcp_server_api_list_employees,0.4453125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,39,office_word_mcp_server_api_add_page_break,0.4453125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,40,railway_tools_volume_delete,0.443359375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,41,github_mcp_server_create_or_update_file,0.443359375,0.005859375,1.0416666666666665
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,42,railway_tools_project_delete,0.4375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,43,supabase_mcp_check_database_health,0.4375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,44,github_mcp_server_update_pull_request,0.4375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,45,railway_tools_volume_update,0.4375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,46,supabase_mcp_get_table_schema,0.4375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,47,carrot_mcp_server_api_get_employee,0.4375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,48,carrot_mcp_server_api_log_hours_entry,0.435546875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,49,github_mcp_server_merge_pull_request,0.435546875,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,50,project_management_tools_list_teams,0.43359375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,51,carrot_mcp_server_api_work_hours_summary,0.43359375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,52,office_word_mcp_server_api_copy_document,0.43359375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,53,project_management_tools_list_projects,0.43359375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,54,carrot_mcp_server_api_update_employee,0.431640625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,55,carrot_mcp_server_api_submit_leave_application,0.431640625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,56,quest_studio_file_storage_get_file_content,0.431640625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,57,office_word_mcp_server_api_add_paragraph,0.431640625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,58,office_word_mcp_server_api_get_document_xml,0.4296875,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,59,github_mcp_server_create_branch,0.427734375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,60,railway_tools_service_delete,0.42578125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,61,github_mcp_server_get_file_contents,0.423828125,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,62,project_management_tools_get_project,0.419921875,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,63,railway_tools_volume_create,0.41796875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,64,office_word_mcp_server_api_convert_to_pdf,0.41796875,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,65,carrot_mcp_server_api_create_leave_application,0.416015625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,66,quest_studio_file_storage_query_files,0.416015625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,67,project_management_tools_get_user_capacity,0.416015625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,68,outlook_mail_management_find_email_address,0.4140625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,69,project_management_tools_list_work_items,0.4140625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,70,supabase_mcp_get_database_tables,0.4140625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,71,github_mcp_server_create_repository,0.412109375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,72,office_word_mcp_server_api_create_word_document,0.412109375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,73,project_management_tools_create_team,0.41015625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,74,project_management_tools_get_sprint,0.408203125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,75,project_management_tools_list_team_members,0.408203125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,76,project_management_tools_create_work_item,0.40625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,77,supabase_mcp_select_database_table_data,0.40625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,78,sharepoint_tools_get_sharepoint_documents,0.404296875,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,79,carrot_mcp_server_api_update_leave_application,0.40234375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,80,office_word_mcp_server_api_add_picture,0.40234375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,81,outlook_mail_management_search_outlook_mail,0.40234375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,82,project_management_tools_get_work_item_comments,0.40234375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,83,project_management_tools_create_project,0.40234375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,84,project_management_tools_list_sprints,0.40234375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,85,sharepoint_tools_get_sharepoint_sites,0.400390625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,86,carrot_mcp_server_api_create_employee,0.3984375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,87,office_word_mcp_server_api_delete_paragraph,0.396484375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,88,office_word_mcp_server_api_list_files,0.39453125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,89,office_word_mcp_server_api_merge_doucments,0.39453125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,90,office_word_mcp_server_api_add_table,0.39453125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,91,gmail_tools_delete_google_email,0.39453125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,92,supabase_mcp_update_database_table_data,0.39453125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,93,quest_studio_file_storage_get_files,0.392578125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,94,supabase_mcp_insert_table_data,0.390625,0.005859375,1.0416666666666665
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,95,outlook_mail_management_compose_email,0.384765625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,96,project_management_tools_get_work_item,0.384765625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,97,outlook_mail_management_reply_to_email,0.3828125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,98,carrot_mcp_server_api_list_leave_application,0.3828125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,99,sharepoint_tools_create_txt_file_in_sharepoint,0.3828125,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,100,quest_studio_file_storage_get_file,0.37890625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,101,project_management_tools_list_users,0.37890625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,102,office_word_mcp_server_api_delete_document,0.376953125,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,103,project_management_tools_create_sprint,0.373046875,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,104,project_management_tools_delete_team,0.37109375,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,105,project_management_tools_update_user_capacity,0.3671875,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,106,project_management_tools_update_project,0.36328125,0.0078125,1.3888888888888888
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,107,project_management_tools_update_task_status,0.35546875,0.005859375,1.0416666666666665
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,108,project_management_tools_add_work_item_comment,0.349609375,0.005859375,1.0416666666666665
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,109,quest_studio_file_storage_update_file,0.34375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,110,outlook_mail_management_get_email_messages,0.341796875,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,111,project_management_tools_export_sprint_to_sharepoint,0.337890625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,112,project_management_tools_update_work_item,0.337890625,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,113,github_mcp_server_push_files,0.3359375,0.005859375,1.0416666666666665
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,114,outlook_mail_management_forward_email,0.330078125,0.00390625,0.6944444444444444
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,115,outlook_mail_management_send_email,0.326171875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,116,quest_studio_file_storage_delete_file,0.326171875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,117,project_management_tools_assign_work_item,0.326171875,0.005859375,1.0416666666666665
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,118,project_management_tools_delete_work_item,0.3203125,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,119,project_management_tools_delete_project,0.318359375,0.001953125,0.3472222222222222
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,120,project_management_tools_delete_sprint,0.31640625,0.0078125,1.3888888888888888
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,121,github_mcp_server_delete_file,0.30859375,0.0654296875,11.631944444444445
6,Find the latest Nvidia news and email a summary to Tom,1,Find the latest Nvidia news,122,outlook_mail_management_delete_email_message,0.2431640625,,
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,1,outlook_mail_management_compose_email,0.69921875,0.02734375,3.910614525139665
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,2,gmail_tools_reply_google_email,0.671875,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,3,gmail_tools_send_google_email,0.66796875,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,4,outlook_mail_management_reply_to_email,0.6640625,0.0078125,1.1173184357541899
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,5,outlook_mail_management_send_email,0.65625,0.0078125,1.1173184357541899
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,6,gmail_tools_get_google_emails,0.6484375,0.0078125,1.1173184357541899
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,7,gmail_tools_forward_google_email,0.640625,0.01953125,2.793296089385475
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,8,outlook_mail_management_find_email_address,0.62109375,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,9,gmail_tools_delete_google_email,0.6171875,0.01171875,1.675977653631285
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,10,outlook_mail_management_forward_email,0.60546875,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,11,outlook_mail_management_search_outlook_mail,0.6015625,0.03125,4.4692737430167595
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,12,carrot_mcp_server_api_hr_dashboard_summary,0.5703125,0.0078125,1.1173184357541899
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,13,office_word_mcp_server_api_add_paragraph,0.5625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,14,office_word_mcp_server_api_add_heading,0.5625,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,15,office_word_mcp_server_api_get_document_outline,0.55859375,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,16,office_word_mcp_server_api_add_table,0.5546875,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,17,office_word_mcp_server_api_convert_to_pdf,0.55078125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,18,office_word_mcp_server_api_add_picture,0.55078125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,19,office_word_mcp_server_api_get_paragraph_text_from_document,0.55078125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,20,outlook_mail_management_get_email_messages,0.55078125,0.0078125,1.1173184357541899
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,21,sharepoint_tools_create_txt_file_in_sharepoint,0.54296875,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,22,office_word_mcp_server_api_create_word_document,0.5390625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,23,office_word_mcp_server_api_copy_document,0.5390625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,24,office_word_mcp_server_api_get_document_text,0.5390625,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,25,office_word_mcp_server_api_find_text_in_document,0.53515625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,26,carrot_mcp_server_api_work_hours_summary,0.53515625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,27,project_management_tools_export_sprint_to_sharepoint,0.53515625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,28,carrot_mcp_server_api_update_employee,0.53515625,0.0078125,1.1173184357541899
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,29,carrot_mcp_server_api_create_employee,0.52734375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,30,office_word_mcp_server_api_get_document_info,0.52734375,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,31,office_word_mcp_server_api_add_page_break,0.5234375,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,32,office_word_mcp_server_api_search_replace,0.51953125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,33,office_word_mcp_server_api_delete_paragraph,0.51953125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,34,office_word_mcp_server_api_merge_doucments,0.51953125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,35,office_word_mcp_server_api_get_document_xml,0.51953125,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,36,carrot_mcp_server_api_submit_leave_application,0.515625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,37,quest_studio_file_storage_get_storage_usage,0.515625,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,38,carrot_mcp_server_api_create_leave_application,0.51171875,0.0078125,1.1173184357541899
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,39,carrot_mcp_server_api_get_employee,0.50390625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,40,github_mcp_server_pull_request_read,0.50390625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,41,railway_tools_project_info,0.50390625,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,42,carrot_mcp_server_api_update_leave_application,0.5,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,43,office_word_mcp_server_api_list_files,0.5,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,44,carrot_mcp_server_api_list_employees,0.49609375,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,45,outlook_mail_management_delete_email_message,0.494140625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,46,github_mcp_server_create_or_update_file,0.494140625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,47,office_word_mcp_server_api_delete_document,0.494140625,0.005859375,0.8379888268156425
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,48,github_mcp_server_get_commit,0.48828125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,49,railway_tools_service_info,0.48828125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,50,railway_tools_project_environments,0.48828125,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,51,github_mcp_server_search_repositories,0.486328125,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,52,carrot_mcp_server_api_log_hours_entry,0.484375,0.005859375,0.8379888268156425
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,53,railway_tools_service_list,0.478515625,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,54,railway_tools_service_create_from_repo,0.4765625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,55,railway_tools_project_list,0.4765625,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,56,project_management_tools_create_team,0.474609375,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,57,project_management_tools_list_work_items,0.47265625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,58,quest_studio_file_storage_get_file_content,0.47265625,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,59,github_mcp_server_list_commits,0.470703125,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,60,github_mcp_server_get_me,0.46875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,61,project_management_tools_list_sprints,0.46875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,62,project_management_tools_get_team,0.46875,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,63,project_management_tools_view_board,0.466796875,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,64,railway_tools_project_delete,0.466796875,0.00390625,0.5586592178770949
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,65,railway_tools_service_restart,0.462890625,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,66,github_mcp_server_list_pull_requests,0.462890625,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,67,railway_tools_service_update,0.4609375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,68,sharepoint_tools_get_sharepoint_documents,0.4609375,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,69,carrot_mcp_server_api_list_leave_application,0.4609375,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,70,supabase_mcp_get_table_schema,0.458984375,0.001953125,0.27932960893854747
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,71,railway_tools_project_create,0.45703125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,72,quest_studio_file_storage_delete_file,0.45703125,0.0,0.0
6,Find the latest Nvidia news and email a summary to Tom,2,email a summary to Tom,73,project_management_tools_get_user_capacity,0.45703125,0.0,0.0
